cliente_id,total_atendimentos,total_gasto,ticket_medio,dias_desde_ultimo_atendimento,intervalo_medio_atendimentos,atendimentos_30d,atendimentos_90d,gasto_90d,quantidade_servicos_diferentes,quantidade_profissionais_diferentes,target_churn
mock-cli-00349,5,878.91,175.78,20,79.25,1,2,250.8,5,4,0
mock-cli-00350,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00351,4,703.91,175.98,125,103.67,0,0,0.0,5,3,1
mock-cli-00352,5,1238.84,247.77,15,61.5,1,2,370.36,7,4,1
mock-cli-00353,2,383.78,191.89,98,192.0,0,0,0.0,4,2,1
mock-cli-00354,3,271.39,90.46,38,69.5,0,1,98.79,3,3,0
mock-cli-00355,3,509.67,169.89,60,54.0,0,1,176.29,3,3,0
mock-cli-00356,5,1365.72,273.14,86,49.75,0,1,804.8,7,3,0
mock-cli-00357,7,1203.96,171.99,7,62.5,1,1,189.82,8,5,1
mock-cli-00358,4,492.77,123.19,6,74.33,1,1,63.72,5,4,1
mock-cli-00359,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00360,12,1848.21,154.02,12,31.09,1,3,507.28,9,10,0
mock-cli-00361,1,53.27,53.27,30,0.0,1,1,53.27,1,1,0
mock-cli-00362,4,488.67,122.17,37,53.33,0,2,249.8,5,3,0
mock-cli-00363,9,2702.21,300.25,12,37.5,1,4,1334.14,13,8,0
mock-cli-00364,5,676.97,135.39,0,82.0,1,1,214.74,5,4,0
mock-cli-00365,1,645.53,645.53,80,0.0,0,1,645.53,1,1,0
mock-cli-00366,2,327.09,163.55,18,78.0,1,1,172.99,3,2,1
mock-cli-00367,2,339.21,169.61,1,35.0,1,2,339.21,4,2,0
mock-cli-00368,2,266.41,133.21,142,118.0,0,0,0.0,2,2,0
mock-cli-00369,2,201.4,100.7,56,57.0,0,1,56.37,2,2,0
mock-cli-00370,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00371,11,3886.82,353.35,17,28.6,1,3,626.23,11,7,0
mock-cli-00372,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00373,2,1470.28,735.14,158,164.0,0,0,0.0,3,1,0
mock-cli-00374,1,59.34,59.34,67,0.0,0,1,59.34,1,1,0
mock-cli-00375,3,527.66,175.89,109,31.0,0,0,0.0,4,3,1
mock-cli-00376,1,88.15,88.15,20,0.0,1,1,88.15,2,1,1
mock-cli-00377,3,256.91,85.64,39,69.5,0,1,38.74,4,3,1
mock-cli-00378,2,77.86,38.93,15,89.0,1,1,34.5,2,2,1
mock-cli-00379,4,485.53,121.38,110,53.0,0,0,0.0,5,4,0
mock-cli-00380,3,541.4,180.47,9,111.0,1,1,155.96,4,3,1
mock-cli-00381,3,328.48,109.49,98,57.5,0,0,0.0,3,2,1
mock-cli-00382,4,350.18,87.55,85,63.33,0,1,35.5,5,4,0
mock-cli-00383,1,130.05,130.05,9,0.0,1,1,130.05,1,1,0
mock-cli-00384,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00385,1,172.72,172.72,39,0.0,0,1,172.72,1,1,1
mock-cli-00386,4,743.14,185.78,6,71.67,1,2,350.43,4,4,0
mock-cli-00387,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00388,7,2145.87,306.55,26,45.33,1,1,146.46,11,5,0
mock-cli-00389,1,243.05,243.05,120,0.0,0,0,0.0,2,1,0
mock-cli-00390,3,397.16,132.39,21,55.0,1,1,76.71,4,3,0
mock-cli-00391,4,584.96,146.24,118,62.33,0,0,0.0,4,3,0
mock-cli-00392,2,226.11,113.06,39,244.0,0,1,42.21,2,2,0
mock-cli-00393,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00394,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00395,3,896.15,298.72,0,78.0,1,2,273.92,4,3,0
mock-cli-00396,1,67.66,67.66,63,0.0,0,1,67.66,1,1,1
mock-cli-00397,7,900.07,128.58,29,30.0,1,3,316.24,9,5,0
mock-cli-00398,1,66.09,66.09,10,0.0,1,1,66.09,1,1,1
mock-cli-00399,2,478.13,239.06,10,29.0,1,2,478.13,4,2,0
mock-cli-00400,2,350.46,175.23,56,41.0,0,1,191.09,3,2,0
mock-cli-00401,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00402,8,2111.48,263.94,4,40.86,1,2,574.75,11,5,0
mock-cli-00403,5,2242.24,448.45,122,59.5,0,0,0.0,5,3,1
mock-cli-00404,1,192.78,192.78,32,0.0,0,1,192.78,1,1,0
mock-cli-00405,1,52.98,52.98,145,0.0,0,0,0.0,1,1,1
mock-cli-00406,2,836.49,418.25,10,72.0,1,2,836.49,3,2,1
mock-cli-00407,1,222.97,222.97,42,0.0,0,1,222.97,2,1,0
mock-cli-00408,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00409,7,801.49,114.5,21,52.0,1,2,114.8,9,6,1
mock-cli-00410,1,56.8,56.8,62,0.0,0,1,56.8,1,1,0
mock-cli-00411,3,798.28,266.09,20,21.0,1,3,798.28,6,3,0
mock-cli-00412,1,63.65,63.65,87,0.0,0,1,63.65,1,1,0
mock-cli-00413,13,2895.07,222.7,2,31.33,1,3,532.98,12,8,0
mock-cli-00414,2,452.84,226.42,50,43.0,0,1,130.16,2,2,0
mock-cli-00415,5,486.6,97.32,2,65.75,1,3,356.15,6,4,0
mock-cli-00416,7,1460.3,208.61,28,54.33,1,2,249.73,9,6,0
mock-cli-00417,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00418,4,615.76,153.94,21,27.67,1,3,397.35,7,3,0
mock-cli-00419,5,779.94,155.99,12,71.75,1,2,233.26,6,4,0
mock-cli-00420,6,1145.16,190.86,103,52.2,0,0,0.0,6,6,0
mock-cli-00421,2,335.01,167.5,35,55.0,0,2,335.01,2,2,0
mock-cli-00422,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00423,4,738.21,184.55,19,51.0,1,2,497.4,6,3,0
mock-cli-00424,1,112.35,112.35,117,0.0,0,0,0.0,2,1,0
mock-cli-00425,5,871.06,174.21,46,56.5,0,2,296.34,7,3,0
mock-cli-00426,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00427,2,297.95,148.97,32,49.0,0,2,297.95,4,2,0
mock-cli-00428,7,1352.83,193.26,20,46.17,1,1,54.56,9,7,0
mock-cli-00429,7,1121.05,160.15,20,48.17,1,2,186.23,4,6,0
mock-cli-00430,1,59.56,59.56,157,0.0,0,0,0.0,1,1,0
mock-cli-00431,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00432,1,36.07,36.07,114,0.0,0,0,0.0,1,1,0
mock-cli-00433,1,67.47,67.47,18,0.0,1,1,67.47,1,1,0
mock-cli-00434,5,837.16,167.43,127,41.5,0,0,0.0,7,4,0
mock-cli-00435,2,164.94,82.47,165,72.0,0,0,0.0,2,2,0
mock-cli-00436,5,730.96,146.19,38,77.0,0,1,193.37,7,5,0
mock-cli-00437,1,97.73,97.73,109,0.0,0,0,0.0,1,1,0
mock-cli-00438,2,781.6,390.8,26,35.0,1,2,781.6,2,2,0
mock-cli-00439,1,45.27,45.27,88,0.0,0,1,45.27,1,1,1
mock-cli-00440,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00441,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00442,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00443,6,1412.97,235.5,8,50.6,1,1,127.84,7,6,0
mock-cli-00444,4,593.25,148.31,43,59.67,0,1,45.53,6,2,0
mock-cli-00445,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00446,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00447,3,386.47,128.82,5,117.5,1,1,160.46,4,3,0
mock-cli-00448,11,2398.35,218.03,4,35.2,1,2,473.28,14,7,0
mock-cli-00449,6,841.01,140.17,77,56.4,0,1,65.34,5,5,0
mock-cli-00450,1,143.45,143.45,16,0.0,1,1,143.45,1,1,0
mock-cli-00451,1,158.71,158.71,85,0.0,0,1,158.71,1,1,1
mock-cli-00452,2,399.21,199.6,32,24.0,0,2,399.21,3,2,0
mock-cli-00453,1,145.32,145.32,38,0.0,0,1,145.32,1,1,1
mock-cli-00454,1,102.12,102.12,32,0.0,0,1,102.12,1,1,0
mock-cli-00455,9,2198.78,244.31,21,38.62,1,3,989.56,11,7,0
mock-cli-00456,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00457,8,1558.66,194.83,20,45.29,1,2,287.95,9,6,0
mock-cli-00458,3,419.84,139.95,82,40.0,0,1,180.97,2,3,0
mock-cli-00459,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00460,1,180.31,180.31,49,0.0,0,1,180.31,1,1,1
mock-cli-00461,5,484.83,96.97,74,37.75,0,1,115.55,5,5,0
mock-cli-00462,7,900.4,128.63,15,66.17,1,2,120.99,7,7,0
mock-cli-00463,2,122.86,61.43,98,109.0,0,0,0.0,2,2,1
mock-cli-00464,7,1238.22,176.89,49,59.67,0,1,122.85,7,6,0
mock-cli-00465,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00466,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00467,10,1948.59,194.86,28,34.0,1,2,260.69,13,7,0
mock-cli-00468,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00469,2,353.14,176.57,149,90.0,0,0,0.0,2,2,1
mock-cli-00470,7,879.29,125.61,27,43.17,1,3,272.3,7,5,0
mock-cli-00471,1,54.03,54.03,83,0.0,0,1,54.03,1,1,1
mock-cli-00472,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00473,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00474,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00475,3,475.84,158.61,39,47.5,0,1,134.32,4,3,1
mock-cli-00476,11,2324.77,211.34,14,34.8,1,3,462.11,13,10,0
mock-cli-00477,6,625.12,104.19,24,44.8,1,2,107.42,6,3,0
mock-cli-00478,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00479,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00480,7,1415.24,202.18,44,28.67,0,2,257.57,9,6,0
mock-cli-00481,2,230.37,115.19,34,48.0,0,2,230.37,2,2,0
mock-cli-00482,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00483,7,1801.28,257.33,26,62.5,1,2,239.44,8,6,0
mock-cli-00484,3,1006.65,335.55,106,68.0,0,0,0.0,4,3,1
mock-cli-00485,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00486,8,2765.43,345.68,19,45.43,1,3,964.25,12,7,0
mock-cli-00487,1,125.35,125.35,256,0.0,0,0,0.0,1,1,0
mock-cli-00488,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00489,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,0
mock-cli-00490,2,550.71,275.36,52,50.0,0,1,250.66,5,2,0
mock-cli-00491,6,955.66,159.28,20,57.4,1,2,307.47,6,4,1
mock-cli-00492,3,365.82,121.94,7,55.5,1,2,307.86,3,3,0
mock-cli-00493,7,1564.84,223.55,7,36.83,1,3,979.72,8,5,0
mock-cli-00494,1,265.68,265.68,71,0.0,0,1,265.68,2,1,1
mock-cli-00495,5,463.59,92.72,26,80.25,1,2,250.08,4,4,0
mock-cli-00496,0,0.0,0.0,-1,0.0,0,0,0.0,0,0,1
mock-cli-00497,5,1048.12,209.62,38,73.25,0,1,217.71,7,4,1
mock-cli-00498,1,43.05,43.05,82,0.0,0,1,43.05,1,1,0
mock-cli-00499,4,592.35,148.09,47,82.0,0,1,170.6,5,4,1
mock-cli-00500,2,187.72,93.86,3,99.0,1,1,97.67,3,2,1
